fz,contract_regnum,contract_name,simple_product,eis_url,sign_date,sign_year,price,currency,region_name,foundation,customer_full_name,customer_inn,supplier_full_name,supplier_inn,no_of_products,product_name,product_sum_total_rur,product_code
44,2631401030719000020,"Поставка  реагентов диагностических  для определения содержания наркотических веществ, в моче человека для нужд Государственного бюджетного учреждения здравоохранения «Самарский областной наркологического диспансер»",Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2631401030719000020,2019-01-16,2019,3000855,RUB,Самарская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САМАРСКИЙ ОБЛАСТНОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",6314010307,"ТРАСТМЕД, ООО",9717069700,5,Реактивы химические общелабораторного назначения,,20.59.52.194
44,2590201712119000003,"Поставка реагентов диагностических, адаптированных к анализатору IK200609",Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2590201712119000003,2019-01-15,2019,1343349.5,RUB,Пермский край,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПЕРМСКОГО КРАЯ ""ПЕРМСКИЙ КРАЕВОЙ КЛИНИЧЕСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",5902017121,"ТРАСТМЕД, ООО",9717069700,7,"Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки",,20.59.52.199
44,2583504086019000012,Поставка расходного материала (мундштук) в 2019 году.,Прочие расходники,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2583504086019000012,2019-01-15,2019,122041,RUB,Пензенская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ОБЛАСТНАЯ НАРКОЛОГИЧЕСКАЯ БОЛЬНИЦА""",5835040860,"ТРАСТМЕД, ООО",9717069700,2,"Изделия пластмассовые прочие, не включенные в другие группировки",121543.5,22.29.29.190
44,2591902509619000012,Поставка анализатора паров этанола,Анализатор,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2591902509619000012,2019-01-10,2019,87159.28,RUB,Пермский край,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПЕРМСКОГО КРАЯ ""ЧЕРДЫНСКАЯ РАЙОННАЯ БОЛЬНИЦА""",5919025096,"ТРАСТМЕД, ООО",9717069700,1,Приборы для измерения объема и газового состава вдыхаемого и выдыхаемого воздуха и крови,,26.60.12.124
44,2110202721119000003,поставка реагента диагностического - иммунохроматографического теста,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2110202721119000003,2019-01-09,2019,117000,RUB,Республика Коми,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КОМИ ""УХТИНСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА""",1102027211,"ТРАСТМЕД, ООО",9717069700,3,"Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки",24800,20.59.52.199
44,2631401030719000010,"Поставка реагентов и расходных материалов для лаборатории Государственного бюджетного учреждения здравоохранения ""Самарский областной наркологический диспансер""",Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2631401030719000010,2019-01-09,2019,1494400,RUB,Самарская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САМАРСКИЙ ОБЛАСТНОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",6314010307,"ИМПЕРИЯ, ООО",5047212271,1,Реактивы химические общелабораторного назначения,,20.59.52.194
44,2710602265619000010,Поставка анализатора наркотических и сильнодействующих лекарственных средств,Анализатор,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2710602265619000010,2019-01-09,2019,1.09E+07,RUB,Тульская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ТУЛЬСКИЙ ОБЛАСТНОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР №1""",7106022656,"МАДЖЕСТИ, ООО",9717062590,1,Анализаторы жидкостей,1.09E+07,26.51.53.120
44,2632302468019000001,"Поставка реагентов  диагностических-иммунохроматографических для ГБУЗ СО ""ТНД""",Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2632302468019000001,2019-01-09,2019,265840,RUB,Самарская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""ТОЛЬЯТТИНСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",6323024680,"ТРАСТМЕД, ООО",9717069700,3,"Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки",,20.59.52.199
44,2500904922519000006,поставка смесей белковых композитных сухих для диетического лечебного и диетического профилактического питания для ГБУЗ МО «ПБ № 19» на 2019 год,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2500904922519000006,2019-01-09,2019,985872.3,RUB,Московская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА № 19""",5009049225,"ТРАСТМЕД, ООО",9717069700,1,Концентраты белковые (протеиновые),,10.89.19.140
44,2632502471019000004,Поставка расходных медицинских материалов (Реагентов диагностических) для выявления немедицинского потребления наркотических средств для нужд Государственного бюджетного учреждения здравоохранения Самарской области «Сызранский наркологический диспансер».,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2632502471019000004,2019-01-06,2019,676650,RUB,Самарская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""СЫЗРАНСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",6325024710,"ТРАСТМЕД, ООО",9717069700,4,"Составы химические, используемые в фотографии, не включенные в другие группировки",,20.59.12.120
44,2323401397018000300,Закупка реагентов диагностических,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2323401397018000300,2018-12-29,2018,312316.5,RUB,Брянская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""БРЯНСКИЙ ОБЛАСТНОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",3234013970,"ТРАСТМЕД, ООО",9717069700,4,"Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки",,20.59.52.199
44,2622600187118000294,Поставка реагентов для диагностики наркотических веществ,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2622600187118000294,2018-12-25,2018,199250,RUB,Рязанская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""КАСИМОВСКИЙ МЕЖРАЙОННЫЙ МЕДИЦИНСКИЙ ЦЕНТР""",6226001871,"ТРАСТМЕД, ООО",9717069700,5,"Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки",,20.59.52.199
44,2712200073018000160,Поставка иммунохроматографических тест-контейнеров,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2712200073018000160,2018-12-25,2018,237000,RUB,Тульская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""БЕЛЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",7122000730,"ИМПЕРИЯ, ООО",5047212271,1,"Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки",,20.59.52.199
44,2623000160218000181,Поставка  реагентов диагностических,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2623000160218000181,2018-12-24,2018,1999000,RUB,Рязанская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ОБЛАСТНОЙ КЛИНИЧЕСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",6230001602,"ТРАСТМЕД, ООО",9717069700,5,"Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки",,20.59.52.199
44,2500000116218001341,Закупка лекарственного препарата Налмефен для обеспечения больных наркологическими лекарственными препаратами,Лекарства,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2500000116218001341,2018-12-24,2018,720974.1,RUB,Московская область,Электронный аукцион,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ,5000001162,"ФАРМПОСТ, ООО",5047182348,1,Препараты для лечения заболеваний нервной системы прочие,,21.20.10.239
44,2623000160218000180,Поставка реагентов диагностических,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2623000160218000180,2018-12-24,2018,1980800,RUB,Рязанская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ОБЛАСТНОЙ КЛИНИЧЕСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",6230001602,"ТРАСТМЕД, ООО",9717069700,6,"Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки",,20.59.52.199
44,2623000160218000179,поставка  реагентов диагностических,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2623000160218000179,2018-12-24,2018,1983500,RUB,Рязанская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЯЗАНСКОЙ ОБЛАСТИ ""ОБЛАСТНОЙ КЛИНИЧЕСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",6230001602,"ТРАСТМЕД, ООО",9717069700,6,"Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки",,20.59.52.199
44,2166001341718000281,Поставка анализаторов концентрации паров этанола в выдыхаемом воздухе для ГАУЗ «РНД МЗ РТ» в 2018 г.,Анализатор,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2166001341718000281,2018-12-24,2018,1048730,RUB,Республика Татарстан,Электронный аукцион,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""РЕСПУБЛИКАНСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ ТАТАРСТАН""",1660013417,"ТРАСТМЕД, ООО",9717069700,1,Приборы для измерения объема и газового состава вдыхаемого и выдыхаемого воздуха и крови,1048730,26.60.12.124
44,2254001121918000022,Поставка белковых фракций CDT,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2254001121918000022,2018-12-21,2018,2274875.61,RUB,Приморский край,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КРАЕВОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",2540011219,"ИМПЕРИЯ, ООО",5047212271,1,"Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки",2274875.61,20.59.52.199
44,2231205258318000665,Поставка реагентов диагностических для выявления наркотических веществ,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2231205258318000665,2018-12-19,2018,453370.5,RUB,Краснодарский край,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",2312052583,"ТРАСТМЕД, ООО",9717069700,1,"Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки",453370.5,20.59.52.199
44,2420202203618000094,Поставка смеси белковой,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2420202203618000094,2018-12-19,2018,222200,RUB,Кемеровская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ КЕМЕРОВСКОЙ ОБЛАСТИ ""БЕЛОВСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ДИСПАНСЕР""",4202022036,"ТРАСТМЕД, ООО",9717069700,1,"Вещества белковые и их производные, прочие",222200,20.59.51.120
44,2760600356318000092,"Пставка оборудования в рамках областной целевой программы ""Комплексные меры по противодействию наркотикам и их незаконному обороту""",Анализатор,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2760600356318000092,2018-12-19,2018,172560,RUB,Ярославская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЯРОСЛАВСКОЙ ОБЛАСТИ ""ЯРОСЛАВСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ НАРКОЛОГИЧЕСКАЯ БОЛЬНИЦА""",7606003563,"ТРАСТМЕД, ООО",9717069700,1,Анализаторы жидкостей,,26.51.53.120
44,2231205258318000666,Поставка реагентов диагностических для выявления наркотических веществ,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2231205258318000666,2018-12-19,2018,497461.5,RUB,Краснодарский край,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",2312052583,"ТРАСТМЕД, ООО",9717069700,3,"Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки",165820.5,20.59.52.199
44,2482500508518000509,"Аукцион №127-П/2018 на поставку анализаторов для химико-токсикологических исследований с принадлежностями, проведение их наладки, ввода в эксплуатацию, гарантийного обслуживания, обучения работе с ними.",Техобслуживание и ремонт,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2482500508518000509,2018-12-18,2018,1358191.27,RUB,Липецкая область,Электронный аукцион,УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ ЛИПЕЦКОЙ ОБЛАСТИ,4825005085,"ТРАСТМЕД, ООО",9717069700,2,"Приборы и аппаратура для физического или химического анализа прочие, не включенные в другие группировки",1086553,26.51.53.190
44,2450100749118000053,Поставка реагентов  диагностических для RI IK 200609,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2450100749118000053,2018-12-18,2018,403294.5,RUB,Курганская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""КУРГАНСКИЙ ОБЛАСТНОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",4501007491,"ТРАСТМЕД, ООО",9717069700,3,"Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки",,20.59.52.199
44,2143502749718000086,Поставка медицинского оборудования газового хроматографа,Анализатор,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2143502749718000086,2018-12-18,2018,6545000,RUB,Республика Саха (Якутия),Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) ""ЯКУТСКИЙ РЕСПУБЛИКАНСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",1435027497,"БИТЕСТ, ООО",5047197344,1,Приборы для измерения или контроля прочих переменных характеристик жидкостей и газов,,26.51.52.190
44,2100200048818000092,Поставка приборов для определения алкоголя в выдыхаемом воздухе,Анализатор,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2100200048818000092,2018-12-17,2018,156266.67,RUB,Республика Карелия,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАРЕЛИЯ ""КЕМСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",1002000488,"ТРАСТМЕД, ООО",9717069700,2,Приборы для измерения объема и газового состава вдыхаемого и выдыхаемого воздуха и крови,78133.33,26.60.12.124
44,2246621260718000984,"№ 25141-18 ""Приборы универсальные для определения состава и физико-химических свойств газов, жидкостей и твердых веществ""",Анализатор,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2246621260718000984,2018-12-17,2018,6299999,RUB,Красноярский край,Электронный аукцион,МИНИСТЕРСТВО ЗДРАВООХРАНЕНИЯ КРАСНОЯРСКОГО КРАЯ,2466212607,"ИМПЕРИЯ, ООО",5047212271,1,"Приборы универсальные для определения состава и физико-химических свойств газов, жидкостей и твердых веществ",6299999,26.51.53.140
44,2504503375018000053,Поставка смеси белковой композитной сухой,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2504503375018000053,2018-12-17,2018,759839.5,RUB,Московская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""СТУПИНСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ДИСПАНСЕР""",5045033750,"ТРАСТМЕД, ООО",9717069700,1,Концентраты белковые (протеиновые),,10.89.19.140
44,2234000693418000349,Поставка смеси белковой композитной сухой,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2234000693418000349,2018-12-14,2018,499230,RUB,Краснодарский край,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СПЕЦИАЛИЗИРОВАННАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА № 3"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",2340006934,"ТРАСТМЕД, ООО",9717069700,1,Концентраты белковые (протеиновые),499230,10.89.19.140
44,2234000693418000348,Поставка смеси белковой композитной сухой,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2234000693418000348,2018-12-14,2018,499230,RUB,Краснодарский край,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СПЕЦИАЛИЗИРОВАННАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА № 3"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",2340006934,"ТРАСТМЕД, ООО",9717069700,1,Концентраты белковые (протеиновые),499230,10.89.19.140
44,2234000693418000352,Поставка смеси белковой композитной сухой,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2234000693418000352,2018-12-14,2018,499230,RUB,Краснодарский край,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СПЕЦИАЛИЗИРОВАННАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА № 3"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",2340006934,"ТРАСТМЕД, ООО",9717069700,1,Концентраты белковые (протеиновые),499230,10.89.19.140
44,2490900770918000117,"Поставка  алкотекторов для нужд ГБУЗ ""Магаданский областной наркологический диспансер""",Анализатор,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2490900770918000117,2018-12-14,2018,288152,RUB,Магаданская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МАГАДАНСКИЙ ОБЛАСТНОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",4909007709,"ТРАСТМЕД, ООО",9717069700,1,Приборы для измерения объема и газового состава вдыхаемого и выдыхаемого воздуха и крови,,26.60.12.124
44,2234000693418000351,Поставка смеси белковой композитной сухой,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2234000693418000351,2018-12-14,2018,499230,RUB,Краснодарский край,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СПЕЦИАЛИЗИРОВАННАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА № 3"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",2340006934,"ТРАСТМЕД, ООО",9717069700,1,Концентраты белковые (протеиновые),499230,10.89.19.140
44,2462902942818000051,Поставка анализаторов,Анализатор,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2462902942818000051,2018-12-14,2018,194000,RUB,Курская область,Электронный аукцион,"ОБЛАСТНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ОБЛАСТНАЯ КЛИНИЧЕСКАЯ НАРКОЛОГИЧЕСКАЯ БОЛЬНИЦА"" КОМИТЕТА ЗДРАВООХРАНЕНИЯ КУРСКОЙ ОБЛАСТИ",4629029428,"ТРАСТМЕД, ООО",9717069700,2,Приборы для измерения или контроля прочих переменных характеристик жидкостей и газов,142500,26.51.52.190
44,2234000693418000350,Поставка смеси белковой композитной сухой,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2234000693418000350,2018-12-14,2018,499230,RUB,Краснодарский край,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СПЕЦИАЛИЗИРОВАННАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА № 3"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ",2340006934,"ТРАСТМЕД, ООО",9717069700,1,Концентраты белковые (протеиновые),499230,10.89.19.140
44,2420511734218000041,Поставка лекарственных средств,Лекарства,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2420511734218000041,2018-12-12,2018,956650,RUB,Кемеровская область,Электронный аукцион,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ КЕМЕРОВСКОЙ ОБЛАСТИ ""КЕМЕРОВСКИЙ ОБЛАСТНОЙ КЛИНИЧЕСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",4205117342,"ФАРМПОСТ, ООО",5047182348,1,Препараты для лечения заболеваний нервной системы прочие,956650,21.20.10.239
44,2246022251018000169,ЭА 21339/18 «Поставка реагентов диагностических- иммунохроматографических к анализатору IK 200609 для нужд КГБУЗ «Красноярский краевой наркологический диспансер № 1»»,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2246022251018000169,2018-12-12,2018,1498050,RUB,Красноярский край,Электронный аукцион,"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КРАСНОЯРСКИЙ КРАЕВОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР № 1""",2460222510,"ТРАСТМЕД, ООО",9717069700,6,"Инструменты и приспособления, применяемые в медицинских целях, прочие, не включенные в другие группировки",221400,32.50.13.190
44,2575200244418000066,Закупка смеси белковой композитной сухой,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2575200244418000066,2018-12-12,2018,1498959,RUB,Орловская область,Электронный аукцион,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОРЛОВСКОЙ ОБЛАСТИ ""ОРЛОВСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",5752002444,"ТРАСТМЕД, ООО",9717069700,1,Концентраты белковые (протеиновые),1498959,10.89.19.140
44,2650113065018000112,Поставка расходных материалов для анализатора IK 200609,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=2650113065018000112,2018-12-12,2018,489588,RUB,Сахалинская область,Запрос котировок,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САХАЛИНСКИЙ ОБЛАСТНОЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",6501130650,"ТРАСТМЕД, ООО",9717069700,4,"Реагенты сложные диагностические или лабораторные прочие, не включенные в другие группировки",,20.59.52.199
44,3740700023018000569,Поставка алкотестера,Реагенты и экспресс-тесты,https://zakupki.gov.ru/epz/contract/contractCard/common-info.html?reestrNumber=3740700023018000569,2018-12-11,2018,89144.96,RUB,Челябинская область,Электронный аукцион,"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАРТАЛИНСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""",7407000230,"ТРАСТМЕД, ООО",9717069700,1,Приборы для измерения объема и газового состава вдыхаемого и выдыхаемого воздуха и крови,89144.96,26.60.12.124
